-16.616985,-41.844520,-17.727871
-16.616985,-41.844390,-17.554605
-16.616985,-41.842630,-17.901138
-16.616985,-41.842221,-17.381338
-16.616985,-41.837999,-17.208072
-16.616985,-41.831704,-17.034805
-16.616985,-41.823323,-16.861538
-16.616985,-41.812837,-16.688272
-16.616985,-41.800230,-16.515005
-16.616985,-41.785487,-16.341739
-16.616985,-41.768591,-16.168472
-16.616985,-41.749525,-15.995206
-16.616985,-41.728275,-15.821939
-16.616985,-41.704824,-15.648672
-16.616985,-41.679156,-15.475406
-16.616985,-41.651256,-15.302139
-16.616985,-41.621108,-15.128873
-16.616985,-41.588696,-14.955606
-16.616985,-41.554005,-14.782340
-16.616985,-41.517020,-14.609073
-16.584060,-41.835875,-17.622136
-16.584060,-41.755753,-17.351188
-16.584060,-41.679193,-17.080240
-16.584060,-41.606171,-16.809293
-16.584060,-41.536672,-16.538345
-16.584060,-41.470687,-16.267397
-16.584060,-41.408214,-15.996450
-16.584060,-41.349259,-15.725502
-16.584060,-41.293834,-15.454554
-16.584060,-41.241957,-15.183607
-16.584060,-41.193657,-14.912659
-16.584060,-41.148965,-14.641711
-16.584060,-41.107922,-14.370763
-16.584060,-41.070576,-14.099816
-16.584060,-41.036980,-13.828868
-16.584060,-41.007197,-13.557920
-16.584060,-40.981293,-13.286973
-16.584060,-40.959346,-13.016025
-16.584060,-40.941437,-12.745077
-16.584060,-40.927655,-12.474130
-16.013383,-42.004522,-16.950692
-16.013383,-41.998832,-17.574443
-16.013383,-41.979648,-16.326941
-16.013383,-41.963005,-18.198194
-16.013383,-41.923801,-15.703190
-16.013383,-41.897481,-18.821945
-16.013383,-41.836586,-15.079439
-16.013383,-41.802716,-19.445697
-16.013383,-41.717622,-14.455688
-16.013383,-41.679180,-20.069448
-16.013383,-41.566545,-13.831936
-16.013383,-41.527361,-20.693199
-16.013383,-41.383004,-13.208185
-16.013383,-41.166665,-12.584434
-16.013383,-40.917209,-11.960683
-16.013383,-40.634331,-11.336932
-16.013383,-40.317742,-10.713181
-16.013383,-39.967167,-10.089430
-16.013383,-39.582349,-9.465679
-16.013383,-39.163042,-8.841927
-15.984423,-40.836693,-20.705703
