-21.245606,-31.863039,8.975624
-21.221544,-31.839209,9.734638
-21.158857,-31.912597,7.388115
-21.154105,-31.819801,10.460992
-21.139850,-31.602821,8.923237
-21.048349,-31.559582,10.408605
-21.046799,-31.932630,6.574435
-21.045019,-31.807608,11.147953
-21.034095,-31.342602,8.870849
-21.013483,-31.368016,8.086237
-20.942594,-31.299363,10.356217
-20.941044,-31.672411,6.522048
-20.939264,-31.547390,11.095565
-20.928340,-31.082383,8.818462
-20.907728,-31.107797,8.033850
-20.896434,-31.805353,11.789179
-20.888884,-31.945750,5.757578
-20.836839,-31.039145,10.303830
-20.835289,-31.412192,6.469661
-20.801973,-30.847579,7.981462
-20.798523,-30.798334,9.525089
-20.790679,-31.545135,11.736792
-20.783129,-31.685532,5.705191
-20.735836,-30.871723,7.178567
-20.731084,-30.778926,10.251443
-20.729534,-31.151974,6.417274
-20.710890,-31.815659,12.378789
-20.696218,-30.587360,7.929075
-20.692768,-30.538116,9.472702
-20.685632,-31.949229,4.945182
-20.684923,-31.284916,11.684405
-20.630081,-30.611504,7.126179
-20.625329,-30.518707,10.199056
-20.623778,-30.891755,6.364887
-20.605135,-31.555440,12.326402
-20.590463,-30.327141,7.876688
-20.587013,-30.277897,9.420315
-20.579877,-31.689010,4.892794
-20.579168,-31.024697,11.632018
-20.519574,-30.258489,10.146669
-20.518023,-30.631536,6.312500
-20.516243,-30.506515,10.886017
-20.505319,-30.041509,8.608914
-20.499379,-31.295222,12.274014
-20.491298,-31.841022,12.911413
-20.484707,-30.066923,7.824301
-20.481257,-30.017678,9.367927
-20.474122,-31.428791,4.840407
-20.473413,-30.764479,11.579631
-20.438018,-31.940429,4.144840
-20.412268,-30.371318,6.260113
-20.410488,-30.246296,10.833630
-20.399564,-29.781290,8.556527
-20.385543,-31.580803,12.859026
-20.378952,-29.806704,7.771914
-20.375502,-29.757460,9.315540
-20.367658,-30.504260,11.527244
-20.360108,-30.644657,5.495642
-20.332263,-31.680211,4.092453
-20.306513,-30.111099,6.207725
-20.304733,-29.986078,10.781242
-20.279787,-31.320584,12.806638
-20.273197,-29.546485,7.719527
-20.269747,-29.497241,9.263153
-20.261903,-30.244041,11.474856
-20.254353,-30.384439,5.443255
-20.240909,-31.883788,13.382253
-20.226508,-31.419992,4.040065
-20.207060,-29.570629,6.916631
-20.202308,-29.477833,9.989507
-20.198978,-29.725859,10.728855
-20.182114,-30.514566,12.116853
-20.167442,-29.286267,7.667139
-20.163992,-29.237022,9.210766
-20.156856,-30.648135,4.683246
-20.148598,-30.124220,5.390868
-20.147459,-31.916840,3.364026
-20.135153,-31.623570,13.329866
-20.120753,-31.159773,3.987678
-20.101305,-29.310411,6.864244
-20.096553,-29.217614,9.937120
-20.093223,-29.465640,10.676468
-20.076359,-30.254347,12.064466
-20.061687,-29.026048,7.614752
-20.058237,-28.976804,9.158379
-20.051101,-30.387917,4.630859
-20.042843,-29.864001,5.338481
-20.041704,-31.656622,3.311639
-20.029398,-31.363351,13.277479
-20.014998,-30.899555,3.935291
-19.995550,-29.050192,6.811857
-19.989248,-29.330443,6.050564
-19.987468,-29.205422,10.624081
-19.976544,-28.740415,8.346978
-19.970604,-29.994128,12.012079
-19.962522,-30.539928,12.649477
-19.952482,-28.716585,9.105992
-19.945346,-30.127698,4.578472
-19.937088,-29.603783,5.286094
-19.935949,-31.396403,3.259251
-19.923643,-31.103132,13.225092
-19.909242,-30.639336,3.882904
-19.889795,-28.789973,6.759469
-19.883492,-29.070224,5.998177
-19.881712,-28.945203,10.571694
-19.870789,-28.480197,8.294591
-19.864849,-29.733910,11.959691
-19.857525,-31.685913,13.734742
-19.856767,-30.279710,12.597090
-19.846727,-28.456366,9.053605
-19.838882,-29.203167,11.265308
-19.831332,-29.343564,5.233707
-19.817888,-30.842914,13.172705
-19.815802,-31.876098,2.610018
-19.803487,-30.379117,3.830517
-19.784040,-28.529755,6.707082
-19.777737,-28.810006,5.945790
-19.775957,-28.684984,10.519307
-19.765033,-28.219978,8.242204
-19.759093,-29.473691,11.907304
-19.751770,-31.425694,13.682355
-19.751012,-30.019491,12.544703
-19.744421,-28.245392,7.457591
-19.740971,-28.196148,9.001217
-19.733127,-28.942948,11.212921
-19.725577,-29.083345,5.181319
-19.712133,-30.582695,13.120318
-19.710047,-31.615879,2.557631
